20
32
88888888888888888888888888888888
8                              8
8                              8
8                              8
8                              8
8                              8
8                              8
8                              8
8                              8
8                              8
8                              8
9999        aaaaaaaa        9999
9999                        9999
9999                        9999
9999                        9999
999999999999        999999999999
999999999999        999999999999
999999999999        999999999999
999999999999        999999999999
cccccccccccccccccccccccccccccccc
Player 9 1 Right
ExitDoor 9 15
