20
32
22222222222222222222222222222222
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
2                              2
55555555555555555555555555555555
Player 17 1 Right
ExitDoor 17 29
