20
24
222222222222222222222222
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
2                      2
111111111111111111111111
Player 17 1 Right
ExitDoor 17 11
